v8-version,9,4,146,26,-node.22,0
v8-platform,macos,macos
shared-library,/Users/salvadorperez/.nvm/versions/node/v16.18.0/bin/node,0x102385000,0x1034a77ac,37240832
shared-library,/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation,0x19d5788b0,0x19d76705c,487899136
shared-library,/usr/lib/libobjc.A.dylib,0x19d1a5c00,0x19d1da6b0,487899136
shared-library,/System/Library/PrivateFrameworks/CoreServicesInternal.framework/Versions/A/CoreServicesInternal,0x1a0687d78,0x1a06bdf70,487899136
shared-library,/usr/lib/liboah.dylib,0x1a8b80e48,0x1a8b85e18,487899136
shared-library,/usr/lib/libfakelink.dylib,0x1a8bb43dc,0x1a8bb5b80,487899136
shared-library,/usr/lib/libicucore.A.dylib,0x1a00be50c,0x1a030c320,487899136
shared-library,/usr/lib/libSystem.B.dylib,0x1a8bb14fc,0x1a8bb1b0c,487899136
shared-library,/System/Library/PrivateFrameworks/SoftLinking.framework/Versions/A/SoftLinking,0x1a8bb6bd4,0x1a8bb6e50,487899136
shared-library,/usr/lib/libc++abi.dylib,0x19d4c2820,0x19d4d5dd8,487899136
shared-library,/usr/lib/libc++.1.dylib,0x19d45ea60,0x19d4b6524,487899136
shared-library,/usr/lib/system/libcache.dylib,0x1a8bab6a4,0x1a8bae370,487899136
shared-library,/usr/lib/system/libcommonCrypto.dylib,0x1a8b67980,0x1a8b72a94,487899136
shared-library,/usr/lib/system/libcompiler_rt.dylib,0x1a8b9199c,0x1a8b94864,487899136
shared-library,/usr/lib/system/libcopyfile.dylib,0x1a8b88828,0x1a8b8f020,487899136
shared-library,/usr/lib/system/libcorecrypto.dylib,0x19d2d8e00,0x19d343e38,487899136
shared-library,/usr/lib/system/libdispatch.dylib,0x19d38ffd4,0x19d3ccdd8,487899136
shared-library,/usr/lib/system/libdyld.dylib,0x19d520510,0x19d5414a8,487899136
shared-library,/usr/lib/system/libkeymgr.dylib,0x1a8ba0764,0x1a8ba0e50,487899136
shared-library,/usr/lib/system/libmacho.dylib,0x1a8b42640,0x1a8b469bc,487899136
shared-library,/usr/lib/system/libquarantine.dylib,0x1a8212bc8,0x1a8214ba8,487899136
shared-library,/usr/lib/system/libremovefile.dylib,0x1a8b9e448,0x1a8b9fc40,487899136
shared-library,/usr/lib/system/libsystem_asl.dylib,0x1a21e03c4,0x1a21f5000,487899136
shared-library,/usr/lib/system/libsystem_blocks.dylib,0x19d2769a8,0x19d2798d0,487899136
shared-library,/usr/lib/system/libsystem_c.dylib,0x19d3da1a4,0x19d452b20,487899136
shared-library,/usr/lib/system/libsystem_collections.dylib,0x1a8b95878,0x1a8b99958,487899136
shared-library,/usr/lib/system/libsystem_configuration.dylib,0x1a7734544,0x1a77376f8,487899136
shared-library,/usr/lib/system/libsystem_containermanager.dylib,0x1a67a43fc,0x1a67cd6a8,487899136
shared-library,/usr/lib/system/libsystem_coreservices.dylib,0x1a884a0d4,0x1a884e0d8,487899136
shared-library,/usr/lib/system/libsystem_darwin.dylib,0x1a0375418,0x1a037c170,487899136
shared-library,/usr/lib/system/libsystem_dnssd.dylib,0x1a8ba1e2c,0x1a8ba7f88,487899136
shared-library,/usr/lib/system/libsystem_featureflags.dylib,0x19d3d69c8,0x19d3d8a50,487899136
shared-library,/usr/lib/system/libsystem_info.dylib,0x19d54bcd0,0x19d5723d0,487899136
shared-library,/usr/lib/system/libsystem_m.dylib,0x1a8b09080,0x1a8b30ec0,487899136
shared-library,/usr/lib/system/libsystem_malloc.dylib,0x19d362e64,0x19d388060,487899136
shared-library,/usr/lib/system/libsystem_networkextension.dylib,0x1a2160aa4,0x1a2173af0,487899136
shared-library,/usr/lib/system/libsystem_notify.dylib,0x1a07df888,0x1a07ecbf0,487899136
shared-library,/usr/lib/system/libsystem_sandbox.dylib,0x1a773948c,0x1a773d040,487899136
shared-library,/usr/lib/system/libsystem_secinit.dylib,0x1a8b9ad90,0x1a8b9c388,487899136
shared-library,/usr/lib/system/libsystem_kernel.dylib,0x19d4d9900,0x19d50ae88,487899136
shared-library,/usr/lib/system/libsystem_platform.dylib,0x19d544340,0x19d54a2e4,487899136
shared-library,/usr/lib/system/libsystem_pthread.dylib,0x19d512ae4,0x19d51d8d0,487899136
shared-library,/usr/lib/system/libsystem_symptoms.dylib,0x1a39b56b0,0x1a39bb2bc,487899136
shared-library,/usr/lib/system/libsystem_trace.dylib,0x19d2bf4a0,0x19d2d4c10,487899136
shared-library,/usr/lib/system/libunwind.dylib,0x1a8b78b44,0x1a8b7e3c0,487899136
shared-library,/usr/lib/system/libxpc.dylib,0x19d27be58,0x19d2b27d8,487899136
shared-library,/System/Library/Frameworks/IOKit.framework/Versions/A/IOKit,0x1a0703668,0x1a07b6370,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/CoreServices,0x1af288fc0,0x1af288fc0,487899136
shared-library,/usr/lib/libDiagnosticMessagesClient.dylib,0x1a47d7e80,0x1a47d8ad8,487899136
shared-library,/usr/lib/libenergytrace.dylib,0x1a21796a4,0x1a2179d28,487899136
shared-library,/usr/lib/libbsm.0.dylib,0x1a823d950,0x1a824bd58,487899136
shared-library,/usr/lib/libz.1.dylib,0x1a8af6770,0x1a8b01c10,487899136
shared-library,/usr/lib/system/libkxld.dylib,0x1a8b4976c,0x1a8b61a74,487899136
shared-library,/System/Library/Frameworks/CFNetwork.framework/Versions/A/CFNetwork,0x1a1d9efe4,0x1a2012928,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/FSEvents.framework/Versions/A/FSEvents,0x1a52c3de4,0x1a52cdde0,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/CarbonCore.framework/Versions/A/CarbonCore,0x1a0383fbc,0x1a0473dd0,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/Metadata.framework/Versions/A/Metadata,0x1a481bba4,0x1a489c158,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/OSServices.framework/Versions/A/OSServices,0x1a8850c58,0x1a887ae08,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SearchKit.framework/Versions/A/SearchKit,0x1a8d798c4,0x1a8ddafa0,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/AE.framework/Versions/A/AE,0x1a39380c0,0x1a399b2d0,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/LaunchServices.framework/Versions/A/LaunchServices,0x19da5177c,0x19dc222f0,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/DictionaryServices,0x1a93f1a5c,0x1a9438ab0,487899136
shared-library,/System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/SharedFileList.framework/Versions/A/SharedFileList,0x1a52d2010,0x1a52eecf0,487899136
shared-library,/System/Library/Frameworks/Security.framework/Versions/A/Security,0x19fd1b288,0x1a0017af0,487899136
shared-library,/System/Library/Frameworks/SystemConfiguration.framework/Versions/A/SystemConfiguration,0x19e16e72c,0x19e1e86e0,487899136
shared-library,/usr/lib/libapple_nghttp2.dylib,0x1a8e183e4,0x1a8e27760,487899136
shared-library,/usr/lib/libcompression.dylib,0x1a8e4b700,0x1a8e9fb40,487899136
shared-library,/usr/lib/libnetwork.dylib,0x1a1d9cfc0,0x1a1d9cfc0,487899136
shared-library,/usr/lib/libsqlite3.dylib,0x1a35bc268,0x1a376e5e0,487899136
shared-library,/System/Library/Frameworks/Foundation.framework/Versions/C/Foundation,0x19e4a5210,0x19ebb1ec4,487899136
shared-library,/System/Library/Frameworks/Network.framework/Versions/A/Network,0x1a39be54c,0x1a456308c,487899136
shared-library,/usr/lib/libCoreEntitlements.dylib,0x225d473e4,0x225d4d190,487899136
shared-library,/System/Library/PrivateFrameworks/MessageSecurity.framework/Versions/A/MessageSecurity,0x21281efe4,0x21283cca0,487899136
shared-library,/System/Library/PrivateFrameworks/ProtocolBuffer.framework/Versions/A/ProtocolBuffer,0x1a35a2314,0x1a35b4460,487899136
shared-library,/usr/lib/libMobileGestalt.dylib,0x1a217c1c0,0x1a21c535c,487899136
shared-library,/System/Library/PrivateFrameworks/AppleFSCompression.framework/Versions/A/AppleFSCompression,0x1a882c640,0x1a8837be4,487899136
shared-library,/usr/lib/libcoretls.dylib,0x1a822639c,0x1a8238468,487899136
shared-library,/usr/lib/libcoretls_cfhelpers.dylib,0x1a9460e04,0x1a9461c00,487899136
shared-library,/usr/lib/libpam.2.dylib,0x1a8e44920,0x1a8e47cf4,487899136
shared-library,/usr/lib/libxar.1.dylib,0x1a94c757c,0x1a94d3778,487899136
shared-library,/System/Library/PrivateFrameworks/CoreAutoLayout.framework/Versions/A/CoreAutoLayout,0x1a53028dc,0x1a5335b00,487899136
shared-library,/System/Library/Frameworks/DiskArbitration.framework/Versions/A/DiskArbitration,0x1a48b4400,0x1a48bad80,487899136
shared-library,/usr/lib/libarchive.2.dylib,0x1a8cf1d8c,0x1a8d63480,487899136
shared-library,/usr/lib/libxml2.2.dylib,0x1a534c3bc,0x1a5414950,487899136
shared-library,/usr/lib/liblangid.dylib,0x1a77451e4,0x1a7745d20,487899136
shared-library,/System/Library/Frameworks/Combine.framework/Versions/A/Combine,0x1ad1e0524,0x1ad306ca0,487899136
shared-library,/usr/lib/swift/libswiftCore.dylib,0x1ab2a3660,0x1ab6fae88,487899136
shared-library,/usr/lib/swift/libswiftCoreFoundation.dylib,0x1beb2c7cc,0x1beb31cc8,487899136
shared-library,/usr/lib/swift/libswiftDarwin.dylib,0x1bca0bfac,0x1bca100d8,487899136
shared-library,/usr/lib/swift/libswiftDispatch.dylib,0x1b07a1ce4,0x1b07b28d0,487899136
shared-library,/usr/lib/swift/libswiftIOKit.dylib,0x1beb4cd44,0x1beb4cfb0,487899136
shared-library,/usr/lib/swift/libswiftObjectiveC.dylib,0x1b2bb7370,0x1b2bb8f30,487899136
shared-library,/usr/lib/swift/libswiftXPC.dylib,0x1beb40a1c,0x1beb499b8,487899136
shared-library,/usr/lib/swift/libswift_Concurrency.dylib,0x226bf5f7c,0x226c3e080,487899136
shared-library,/usr/lib/swift/libswift_StringProcessing.dylib,0x226d47dc0,0x226ddfb40,487899136
shared-library,/usr/lib/swift/libswiftos.dylib,0x1b2bbba24,0x1b2bcf8f0,487899136
